Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
ODI # 2708,New Zealand,England,Winner1stInning,Chester,"Jun 15, 2008",England,England,Away,Home,Second,First
ODI # 2710,New Zealand,England,Winner1stInning,Bristol,"Jun 21, 2008",New Zealand,England,Away,Home,First,Second
ODI # 2711,U.A.E.,Bangladesh,Winner1stInning,Lahore,"Jun 24, 2008",Bangladesh,Pakistan,Neutral,Neutral,Second,First
ODI # 2712,Hong Kong,Pakistan,Winner1stInning,Karachi,"Jun 24, 2008",Pakistan,Pakistan,Away,Home,Second,First
ODI # 2713,Australia,West Indies,Winner1stInning,Kingstown,"Jun 24, 2008",Australia,West Indies,Away,Home,First,Second
ODI # 2715,Sri Lanka,Bangladesh,Winner1stInning,Lahore,"Jun 25, 2008",Sri Lanka,Pakistan,Neutral,Neutral,First,Second
ODI # 2716,India,Hong Kong,Winner1stInning,Karachi,"Jun 25, 2008",India,Pakistan,Neutral,Neutral,First,Second
ODI # 2714,New Zealand,England,Winner2ndInning,The Oval,"Jun 25, 2008",New Zealand,England,Away,Home,Second,First
ODI # 2717,India,Pakistan,Winner2ndInning,Karachi,"Jun 26, 2008",India,Pakistan,Away,Home,Second,First
ODI # 2718,U.A.E.,Sri Lanka,Winner1stInning,Lahore,"Jun 26, 2008",Sri Lanka,Pakistan,Neutral,Neutral,Second,First
ODI # 2719,Australia,West Indies,Winner1stInning,St George's,"Jun 27, 2008",Australia,West Indies,Away,Home,First,Second
ODI # 2720,New Zealand,England,Winner1stInning,Lord's,"Jun 28, 2008",New Zealand,England,Away,Home,First,Second
ODI # 2721,India,Bangladesh,Winner2ndInning,Karachi,"Jun 28, 2008",India,Pakistan,Neutral,Neutral,Second,First
ODI # 2722,Bermuda,Canada,Winner2ndInning,King City,"Jun 28, 2008",Bermuda,Canada,Away,Home,Second,First
ODI # 2723,Sri Lanka,Pakistan,Winner1stInning,Karachi,"Jun 29, 2008",Sri Lanka,Pakistan,Away,Home,First,Second
ODI # 2724,Australia,West Indies,Winner2ndInning,St George's,"Jun 29, 2008",Australia,West Indies,Away,Home,Second,First
ODI # 2725,Bermuda,Canada,Winner1stInning,King City,"Jun 29, 2008",Bermuda,Canada,Away,Home,First,Second
ODI # 2726,Sri Lanka,Bangladesh,Winner1stInning,Karachi,"Jun 30, 2008",Sri Lanka,Pakistan,Neutral,Neutral,First,Second
ODI # 2727,New Zealand,Ireland,Winner1stInning,Aberdeen,"Jul 1, 2008",New Zealand,Scotland,Neutral,Neutral,First,Second
ODI # 2728,Bermuda,Canada,Winner1stInning,King City,"Jul 1, 2008",Canada,Canada,Away,Home,Second,First
ODI # 2729,Ireland,Scotland,Winner2ndInning,Aberdeen,"Jul 2, 2008",Scotland,Scotland,Away,Home,First,Second
ODI # 2730,India,Pakistan,Winner2ndInning,Karachi,"Jul 2, 2008",Pakistan,Pakistan,Away,Home,First,Second
ODI # 2731,New Zealand,Scotland,Winner2ndInning,Aberdeen,"Jul 3, 2008",New Zealand,Scotland,Away,Home,Second,First
ODI # 2732,Sri Lanka,India,Winner2ndInning,Karachi,"Jul 3, 2008",India,Pakistan,Neutral,Neutral,First,Second
ODI # 2733,Bangladesh,Pakistan,Winner2ndInning,Karachi,"Jul 4, 2008",Pakistan,Pakistan,Away,Home,First,Second
ODI # 2734,Australia,West Indies,Winner1stInning,Basseterre,"Jul 4, 2008",Australia,West Indies,Away,Home,First,Second
ODI # 2735,Sri Lanka,India,Winner1stInning,Karachi,"Jul 6, 2008",Sri Lanka,Pakistan,Neutral,Neutral,First,Second
ODI # 2736,Australia,West Indies,Winner1stInning,Basseterre,"Jul 6, 2008",Australia,West Indies,Away,Home,First,Second
ODI # 2737,Netherlands,Ireland,Winner2ndInning,Dublin,"Jul 28, 2008",Ireland,Ireland,Away,Home,First,Second
ODI # 2738,Scotland,Netherlands,Winner2ndInning,Dublin,"Jul 29, 2008",Scotland,Ireland,Neutral,Neutral,Second,First
ODI # 2739,Scotland,Ireland,Winner2ndInning,Dublin,"Jul 31, 2008",Ireland,Ireland,Away,Home,First,Second
ODI # 2740,Bermuda,Netherlands,Winner2ndInning,Amstelveen,"Aug 8, 2008",Netherlands,Netherlands,Away,Home,First,Second
ODI # 2742,India,Sri Lanka,Winner2ndInning,Dambulla,"Aug 18, 2008",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 2744,Bermuda,Canada,Winner1stInning,King City,"Aug 18, 2008",Canada,Canada,Away,Home,Second,First
ODI # 2745,India,Sri Lanka,Winner2ndInning,Dambulla,"Aug 20, 2008",India,Sri Lanka,Away,Home,Second,First
ODI # 2746,West Indies,Bermuda,Winner2ndInning,King City,"Aug 20, 2008",West Indies,Canada,Neutral,Neutral,Second,First
ODI # 2747,Kenya,Netherlands,Winner2ndInning,Rotterdam,"Aug 21, 2008",Netherlands,Netherlands,Away,Home,First,Second
ODI # 2748,South Africa,England,Winner1stInning,Leeds,"Aug 22, 2008",England,England,Away,Home,Second,First
ODI # 2749,West Indies,Canada,Winner1stInning,King City,"Aug 22, 2008",West Indies,Canada,Away,Home,First,Second
ODI # 2750,India,Sri Lanka,Winner1stInning,Colombo,"Aug 24, 2008",India,Sri Lanka,Away,Home,First,Second
ODI # 2751,Kenya,Ireland,Winner1stInning,Belfast,"Aug 24, 2008",Ireland,Ireland,Away,Home,Second,First
ODI # 2752,West Indies,Canada,Winner2ndInning,King City,"Aug 24, 2008",West Indies,Canada,Away,Home,Second,First
ODI # 2754,South Africa,England,Winner2ndInning,Nottingham,"Aug 26, 2008",England,England,Away,Home,First,Second
ODI # 2755,India,Sri Lanka,Winner1stInning,Colombo,"Aug 27, 2008",India,Sri Lanka,Away,Home,First,Second
ODI # 2756,India,Sri Lanka,Winner1stInning,Colombo,"Aug 29, 2008",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2757,South Africa,England,Winner1stInning,The Oval,"Aug 29, 2008",England,England,Away,Home,Second,First
ODI # 2758,Bangladesh,Australia,Winner1stInning,Darwin,"Aug 30, 2008",Australia,Australia,Away,Home,Second,First
ODI # 2759,South Africa,England,Winner2ndInning,Lord's,"Aug 31, 2008",England,England,Away,Home,First,Second
ODI # 2760,Bangladesh,Australia,Winner2ndInning,Darwin,"Sep 3, 2008",Australia,Australia,Away,Home,First,Second
ODI # 2762,Bangladesh,Australia,Winner1stInning,Darwin,"Sep 6, 2008",Australia,Australia,Away,Home,Second,First
ODI # 2763,New Zealand,Bangladesh,Winner2ndInning,Dhaka,"Oct 9, 2008",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2764,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 11, 2008",New Zealand,Bangladesh,Away,Home,First,Second
ODI # 2765,New Zealand,Bangladesh,Winner1stInning,Chittagong,"Oct 14, 2008",New Zealand,Bangladesh,Away,Home,First,Second
ODI # 2766,Zimbabwe,Ireland,Winner1stInning,Nairobi,"Oct 17, 2008",Zimbabwe,Kenya,Neutral,Neutral,First,Second
ODI # 2767,Ireland,Kenya,Winner1stInning,Nairobi,"Oct 18, 2008",Ireland,Kenya,Away,Home,First,Second
ODI # 2768,Zimbabwe,Kenya,Winner1stInning,Nairobi,"Oct 19, 2008",Kenya,Kenya,Away,Home,Second,First
ODI # 2769,Kenya,South Africa,Winner1stInning,Bloemfontein,"Oct 31, 2008",South Africa,South Africa,Away,Home,Second,First
ODI # 2770,Kenya,South Africa,Winner2ndInning,Kimberley,"Nov 2, 2008",South Africa,South Africa,Away,Home,First,Second
ODI # 2771,Bangladesh,South Africa,Winner1stInning,Potchefstroom,"Nov 7, 2008",South Africa,South Africa,Away,Home,Second,First
ODI # 2772,Bangladesh,South Africa,Winner1stInning,Benoni,"Nov 9, 2008",South Africa,South Africa,Away,Home,Second,First
ODI # 2773,West Indies,Pakistan,Winner2ndInning,Abu Dhabi,"Nov 12, 2008",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 2774,England,India,Winner1stInning,Rajkot,"Nov 14, 2008",India,India,Away,Home,Second,First
ODI # 2775,West Indies,Pakistan,Winner1stInning,Abu Dhabi,"Nov 14, 2008",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 2776,West Indies,Pakistan,Winner1stInning,Abu Dhabi,"Nov 16, 2008",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 2777,England,India,Winner1stInning,Indore,"Nov 17, 2008",India,India,Away,Home,Second,First
ODI # 2778,England,India,Winner1stInning,Kanpur,"Nov 20, 2008",India,India,Away,Home,Second,First
ODI # 2779,Sri Lanka,Zimbabwe,Winner2ndInning,Harare,"Nov 20, 2008",Sri Lanka,Zimbabwe,Away,Home,Second,First
ODI # 2780,Sri Lanka,Zimbabwe,Winner2ndInning,Harare,"Nov 22, 2008",Sri Lanka,Zimbabwe,Away,Home,Second,First
ODI # 2781,England,India,Winner1stInning,Bengaluru,"Nov 23, 2008",India,India,Away,Home,Second,First
ODI # 2782,Sri Lanka,Zimbabwe,Winner1stInning,Harare,"Nov 24, 2008",Sri Lanka,Zimbabwe,Away,Home,First,Second
ODI # 2783,England,India,Winner2ndInning,Cuttack,"Nov 26, 2008",India,India,Away,Home,First,Second
ODI # 2784,Sri Lanka,Zimbabwe,Winner2ndInning,Harare,"Nov 28, 2008",Sri Lanka,Zimbabwe,Away,Home,Second,First
ODI # 2785,Sri Lanka,Zimbabwe,Winner1stInning,Harare,"Nov 30, 2008",Sri Lanka,Zimbabwe,Away,Home,First,Second
ODI # 2787,West Indies,New Zealand,Winner2ndInning,Christchurch,"Jan 3, 2009",West Indies,New Zealand,Away,Home,Second,First
ODI # 2788,West Indies,New Zealand,Winner2ndInning,Wellington,"Jan 7, 2009",New Zealand,New Zealand,Away,Home,First,Second
ODI # 2790,Zimbabwe,Bangladesh,Winner1stInning,Dhaka,"Jan 10, 2009",Zimbabwe,Bangladesh,Away,Home,First,Second
ODI # 2791,Zimbabwe,Sri Lanka,Winner1stInning,Dhaka,"Jan 12, 2009",Sri Lanka,Bangladesh,Neutral,Neutral,Second,First
ODI # 2792,West Indies,New Zealand,Winner1stInning,Napier,"Jan 13, 2009",New Zealand,New Zealand,Away,Home,Second,First
ODI # 2793,Sri Lanka,Bangladesh,Winner2ndInning,Dhaka,"Jan 14, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2794,Sri Lanka,Bangladesh,Winner2ndInning,Dhaka,"Jan 16, 2009",Sri Lanka,Bangladesh,Away,Home,Second,First
ODI # 2795,South Africa,Australia,Winner2ndInning,Melbourne,"Jan 16, 2009",South Africa,Australia,Away,Home,Second,First
ODI # 2796,South Africa,Australia,Winner1stInning,Hobart,"Jan 18, 2009",Australia,Australia,Away,Home,Second,First
ODI # 2797,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Jan 19, 2009",Zimbabwe,Bangladesh,Away,Home,Second,First
ODI # 2798,Sri Lanka,Pakistan,Winner2ndInning,Karachi,"Jan 20, 2009",Pakistan,Pakistan,Away,Home,First,Second
ODI # 2799,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Jan 21, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2800,Sri Lanka,Pakistan,Winner1stInning,Karachi,"Jan 21, 2009",Sri Lanka,Pakistan,Away,Home,First,Second
ODI # 2801,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Jan 23, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2802,South Africa,Australia,Winner2ndInning,Sydney,"Jan 23, 2009",South Africa,Australia,Away,Home,Second,First
ODI # 2803,Sri Lanka,Pakistan,Winner1stInning,Lahore,"Jan 24, 2009",Sri Lanka,Pakistan,Away,Home,First,Second
ODI # 2804,South Africa,Australia,Winner2ndInning,Adelaide,"Jan 26, 2009",South Africa,Australia,Away,Home,Second,First
ODI # 2805,Zimbabwe,Kenya,Winner1stInning,Mombasa,"Jan 27, 2009",Zimbabwe,Kenya,Away,Home,First,Second
ODI # 2806,India,Sri Lanka,Winner2ndInning,Dambulla,"Jan 28, 2009",India,Sri Lanka,Away,Home,Second,First
ODI # 2807,Zimbabwe,Kenya,Winner1stInning,Mombasa,"Jan 29, 2009",Zimbabwe,Kenya,Away,Home,First,Second
ODI # 2808,South Africa,Australia,Winner1stInning,Perth,"Jan 30, 2009",South Africa,Australia,Away,Home,First,Second
ODI # 2809,Zimbabwe,Kenya,Winner2ndInning,Nairobi,"Jan 31, 2009",Zimbabwe,Kenya,Away,Home,Second,First
ODI # 2810,India,Sri Lanka,Winner1stInning,Colombo,"Jan 31, 2009",India,Sri Lanka,Away,Home,First,Second
ODI # 2811,New Zealand,Australia,Winner2ndInning,Perth,"Feb 1, 2009",New Zealand,Australia,Away,Home,Second,First
ODI # 2812,Zimbabwe,Kenya,Winner1stInning,Nairobi,"Feb 1, 2009",Zimbabwe,Kenya,Away,Home,First,Second
ODI # 2813,India,Sri Lanka,Winner1stInning,Colombo,"Feb 3, 2009",India,Sri Lanka,Away,Home,First,Second
ODI # 2814,Zimbabwe,Kenya,Winner2ndInning,Nairobi,"Feb 4, 2009",Zimbabwe,Kenya,Away,Home,Second,First
ODI # 2815,India,Sri Lanka,Winner1stInning,Colombo,"Feb 5, 2009",India,Sri Lanka,Away,Home,First,Second
ODI # 2816,New Zealand,Australia,Winner2ndInning,Melbourne,"Feb 6, 2009",New Zealand,Australia,Away,Home,Second,First
ODI # 2817,New Zealand,Australia,Winner1stInning,Sydney,"Feb 8, 2009",Australia,Australia,Away,Home,Second,First
ODI # 2818,India,Sri Lanka,Winner1stInning,Colombo,"Feb 8, 2009",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2819,New Zealand,Australia,Winner2ndInning,Adelaide,"Feb 10, 2009",Australia,Australia,Away,Home,First,Second
ODI # 2821,India,New Zealand,Winner1stInning,Napier,"Mar 3, 2009",India,New Zealand,Away,Home,First,Second
ODI # 2823,India,New Zealand,Winner1stInning,Christchurch,"Mar 8, 2009",India,New Zealand,Away,Home,First,Second
ODI # 2824,India,New Zealand,Winner1stInning,Hamilton,"Mar 11, 2009",India,New Zealand,Away,Home,First,Second
ODI # 2825,India,New Zealand,Winner2ndInning,Auckland,"Mar 14, 2009",New Zealand,New Zealand,Away,Home,First,Second
ODI # 2826,England,West Indies,Winner1stInning,Providence,"Mar 20, 2009",England,West Indies,Away,Home,First,Second
ODI # 2827,England,West Indies,Winner1stInning,Providence,"Mar 22, 2009",West Indies,West Indies,Away,Home,Second,First
ODI # 2828,England,West Indies,Winner2ndInning,Bridgetown,"Mar 27, 2009",West Indies,West Indies,Away,Home,First,Second
ODI # 2829,England,West Indies,Winner2ndInning,Bridgetown,"Mar 29, 2009",England,West Indies,Away,Home,Second,First
ODI # 2830,Scotland,Ireland,Winner2ndInning,Benoni,"Apr 1, 2009",Ireland,South Africa,Neutral,Neutral,First,Second
ODI # 2831,Netherlands,Kenya,Winner2ndInning,Potchefstroom,"Apr 1, 2009",Netherlands,South Africa,Neutral,Neutral,Second,First
ODI # 2832,Australia,South Africa,Winner1stInning,Durban,"Apr 3, 2009",Australia,South Africa,Away,Home,First,Second
ODI # 2833,England,West Indies,Winner1stInning,Gros Islet,"Apr 3, 2009",England,West Indies,Away,Home,First,Second
ODI # 2834,Australia,South Africa,Winner2ndInning,Centurion,"Apr 5, 2009",South Africa,South Africa,Away,Home,First,Second
ODI # 2835,Kenya,Bermuda,Winner2ndInning,Potchefstroom,"Apr 6, 2009",Kenya,South Africa,Neutral,Neutral,Second,First
ODI # 2836,Ireland,Canada,Winner2ndInning,Benoni,"Apr 6, 2009",Ireland,South Africa,Neutral,Neutral,Second,First
ODI # 2837,Netherlands,Bermuda,Winner1stInning,Potchefstroom,"Apr 8, 2009",Netherlands,South Africa,Neutral,Neutral,First,Second
ODI # 2838,Scotland,Canada,Winner1stInning,Benoni,"Apr 8, 2009",Canada,South Africa,Neutral,Neutral,Second,First
ODI # 2839,Australia,South Africa,Winner1stInning,Cape Town,"Apr 9, 2009",South Africa,South Africa,Away,Home,Second,First
ODI # 2840,Australia,South Africa,Winner1stInning,Port Elizabeth,"Apr 13, 2009",South Africa,South Africa,Away,Home,Second,First
ODI # 2841,Australia,South Africa,Winner1stInning,Johannesburg,"Apr 17, 2009",Australia,South Africa,Away,Home,First,Second
ODI # 2842,Scotland,Afghanistan,Winner1stInning,Benoni,"Apr 19, 2009",Afghanistan,South Africa,Neutral,Neutral,Second,First
ODI # 2843,Ireland,Canada,Winner2ndInning,Centurion,"Apr 19, 2009",Ireland,South Africa,Neutral,Neutral,Second,First
ODI # 2844,Netherlands,Kenya,Winner2ndInning,Potchefstroom,"Apr 19, 2009",Netherlands,South Africa,Neutral,Neutral,Second,First
ODI # 2845,Pakistan,Australia,Winner2ndInning,Dubai,"Apr 22, 2009",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 2846,Pakistan,Australia,Winner2ndInning,Dubai,"Apr 24, 2009",Australia,U.A.E.,Neutral,Neutral,First,Second
ODI # 2847,Pakistan,Australia,Winner1stInning,Abu Dhabi,"Apr 27, 2009",Australia,U.A.E.,Neutral,Neutral,Second,First
ODI # 2848,Pakistan,Australia,Winner2ndInning,Abu Dhabi,"May 1, 2009",Australia,U.A.E.,Neutral,Neutral,First,Second
ODI # 2849,Pakistan,Australia,Winner2ndInning,Abu Dhabi,"May 3, 2009",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 2850,West Indies,England,Winner2ndInning,Bristol,"May 24, 2009",England,England,Away,Home,First,Second
ODI # 2851,West Indies,England,Winner1stInning,Birmingham,"May 26, 2009",England,England,Away,Home,Second,First
ODI # 2852,India,West Indies,Winner1stInning,Kingston,"Jun 26, 2009",India,West Indies,Away,Home,First,Second
ODI # 2853,India,West Indies,Winner2ndInning,Kingston,"Jun 28, 2009",West Indies,West Indies,Away,Home,First,Second
ODI # 2854,India,West Indies,Winner2ndInning,Gros Islet,"Jul 3, 2009",India,West Indies,Away,Home,Second,First
ODI # 2856,Canada,Scotland,Winner2ndInning,Aberdeen,"Jul 7, 2009",Canada,Scotland,Away,Home,Second,First
ODI # 2857,Canada,Scotland,Winner2ndInning,Aberdeen,"Jul 8, 2009",Scotland,Scotland,Away,Home,First,Second
ODI # 2858,Kenya,Ireland,Winner2ndInning,Dublin,"Jul 9, 2009",Ireland,Ireland,Away,Home,First,Second
ODI # 2859,Canada,Netherlands,Winner1stInning,Amstelveen,"Jul 11, 2009",Netherlands,Netherlands,Away,Home,Second,First
ODI # 2860,Kenya,Ireland,Winner1stInning,Dublin,"Jul 11, 2009",Ireland,Ireland,Away,Home,Second,First
ODI # 2861,Kenya,Ireland,Winner1stInning,Dublin,"Jul 12, 2009",Ireland,Ireland,Away,Home,Second,First
ODI # 2862,Bangladesh,West Indies,Winner1stInning,Roseau,"Jul 26, 2009",Bangladesh,West Indies,Away,Home,First,Second
ODI # 2863,Bangladesh,West Indies,Winner2ndInning,Roseau,"Jul 28, 2009",Bangladesh,West Indies,Away,Home,Second,First
ODI # 2864,Pakistan,Sri Lanka,Winner1stInning,Dambulla,"Jul 30, 2009",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2865,Bangladesh,West Indies,Winner2ndInning,Basseterre,"Jul 31, 2009",Bangladesh,West Indies,Away,Home,Second,First
ODI # 2866,Pakistan,Sri Lanka,Winner2ndInning,Dambulla,"Aug 1, 2009",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 2867,Pakistan,Sri Lanka,Winner2ndInning,Dambulla,"Aug 3, 2009",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 2868,Pakistan,Sri Lanka,Winner1stInning,Colombo,"Aug 7, 2009",Pakistan,Sri Lanka,Away,Home,First,Second
ODI # 2869,Bangladesh,Zimbabwe,Winner2ndInning,Bulawayo,"Aug 9, 2009",Bangladesh,Zimbabwe,Away,Home,Second,First
ODI # 2870,Pakistan,Sri Lanka,Winner1stInning,Colombo,"Aug 9, 2009",Pakistan,Sri Lanka,Away,Home,First,Second
ODI # 2871,Bangladesh,Zimbabwe,Winner1stInning,Bulawayo,"Aug 11, 2009",Bangladesh,Zimbabwe,Away,Home,First,Second
ODI # 2872,Bangladesh,Zimbabwe,Winner1stInning,Bulawayo,"Aug 14, 2009",Zimbabwe,Zimbabwe,Away,Home,Second,First
ODI # 2873,Bangladesh,Zimbabwe,Winner2ndInning,Bulawayo,"Aug 16, 2009",Bangladesh,Zimbabwe,Away,Home,Second,First
ODI # 2874,Bangladesh,Zimbabwe,Winner2ndInning,Bulawayo,"Aug 18, 2009",Bangladesh,Zimbabwe,Away,Home,Second,First
ODI # 2875,Kenya,Canada,Winner2ndInning,King City,"Aug 19, 2009",Canada,Canada,Away,Home,First,Second
ODI # 2876,Ireland,Scotland,Winner1stInning,Aberdeen,"Aug 22, 2009",Ireland,Scotland,Away,Home,First,Second
ODI # 2878,England,Ireland,Winner1stInning,Belfast,"Aug 27, 2009",England,Ireland,Away,Home,First,Second
ODI # 2879,Australia,Scotland,Winner1stInning,Edinburgh,"Aug 28, 2009",Australia,Scotland,Away,Home,First,Second
ODI # 2880,Afghanistan,Netherlands,Winner1stInning,Amstelveen,"Aug 30, 2009",Netherlands,Netherlands,Away,Home,Second,First
ODI # 2881,Afghanistan,Netherlands,Winner2ndInning,Amstelveen,"Sep 1, 2009",Afghanistan,Netherlands,Away,Home,Second,First
ODI # 2882,Australia,England,Winner1stInning,The Oval,"Sep 4, 2009",Australia,England,Away,Home,First,Second
ODI # 2883,Australia,England,Winner1stInning,Lord's,"Sep 6, 2009",Australia,England,Away,Home,First,Second
ODI # 2884,New Zealand,Sri Lanka,Winner1stInning,Colombo,"Sep 8, 2009",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2885,Australia,England,Winner2ndInning,Southampton,"Sep 9, 2009",Australia,England,Away,Home,Second,First
ODI # 2886,New Zealand,India,Winner2ndInning,Colombo,"Sep 11, 2009",India,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2887,India,Sri Lanka,Winner1stInning,Colombo,"Sep 12, 2009",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 2888,Australia,England,Winner2ndInning,Lord's,"Sep 12, 2009",Australia,England,Away,Home,Second,First
ODI # 2889,India,Sri Lanka,Winner1stInning,Colombo,"Sep 14, 2009",India,Sri Lanka,Away,Home,First,Second
ODI # 2890,Australia,England,Winner2ndInning,Nottingham,"Sep 15, 2009",Australia,England,Away,Home,Second,First
ODI # 2891,Australia,England,Winner1stInning,Nottingham,"Sep 17, 2009",Australia,England,Away,Home,First,Second
ODI # 2892,Australia,England,Winner2ndInning,Chester,"Sep 20, 2009",England,England,Away,Home,First,Second
ODI # 2893,Sri Lanka,South Africa,Winner1stInning,Centurion,"Sep 22, 2009",Sri Lanka,South Africa,Away,Home,First,Second
ODI # 2894,West Indies,Pakistan,Winner2ndInning,Johannesburg,"Sep 23, 2009",Pakistan,South Africa,Neutral,Neutral,First,Second
ODI # 2895,New Zealand,South Africa,Winner2ndInning,Centurion,"Sep 24, 2009",South Africa,South Africa,Away,Home,First,Second
ODI # 2896,Sri Lanka,England,Winner2ndInning,Johannesburg,"Sep 25, 2009",England,South Africa,Neutral,Neutral,First,Second
ODI # 2897,West Indies,Australia,Winner1stInning,Johannesburg,"Sep 26, 2009",Australia,South Africa,Neutral,Neutral,Second,First
ODI # 2898,Pakistan,India,Winner1stInning,Centurion,"Sep 26, 2009",Pakistan,South Africa,Neutral,Neutral,First,Second
ODI # 2899,Sri Lanka,New Zealand,Winner1stInning,Johannesburg,"Sep 27, 2009",New Zealand,South Africa,Neutral,Neutral,Second,First
ODI # 2900,England,South Africa,Winner1stInning,Centurion,"Sep 27, 2009",England,South Africa,Away,Home,First,Second
ODI # 2902,New Zealand,England,Winner2ndInning,Johannesburg,"Sep 29, 2009",New Zealand,South Africa,Neutral,Neutral,Second,First
ODI # 2903,Pakistan,Australia,Winner2ndInning,Centurion,"Sep 30, 2009",Australia,South Africa,Neutral,Neutral,First,Second
ODI # 2904,West Indies,India,Winner2ndInning,Johannesburg,"Sep 30, 2009",India,South Africa,Neutral,Neutral,First,Second
ODI # 2905,England,Australia,Winner2ndInning,Centurion,"Oct 2, 2009",Australia,South Africa,Neutral,Neutral,First,Second
ODI # 2906,Pakistan,New Zealand,Winner2ndInning,Johannesburg,"Oct 3, 2009",New Zealand,South Africa,Neutral,Neutral,First,Second
ODI # 2907,New Zealand,Australia,Winner2ndInning,Centurion,"Oct 5, 2009",Australia,South Africa,Neutral,Neutral,First,Second
ODI # 2908,Kenya,Zimbabwe,Winner1stInning,Harare,"Oct 12, 2009",Zimbabwe,Zimbabwe,Away,Home,Second,First
ODI # 2909,Kenya,Zimbabwe,Winner1stInning,Harare,"Oct 13, 2009",Zimbabwe,Zimbabwe,Away,Home,Second,First
ODI # 2910,Kenya,Zimbabwe,Winner1stInning,Harare,"Oct 15, 2009",Kenya,Zimbabwe,Away,Home,First,Second
ODI # 2911,Kenya,Zimbabwe,Winner2ndInning,Harare,"Oct 17, 2009",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 2912,Kenya,Zimbabwe,Winner1stInning,Harare,"Oct 18, 2009",Zimbabwe,Zimbabwe,Away,Home,Second,First
ODI # 2913,Australia,India,Winner1stInning,Vadodara,"Oct 25, 2009",Australia,India,Away,Home,First,Second
ODI # 2914,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Oct 27, 2009",Zimbabwe,Bangladesh,Away,Home,Second,First
ODI # 2915,Australia,India,Winner1stInning,Nagpur,"Oct 28, 2009",India,India,Away,Home,Second,First
ODI # 2916,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Oct 29, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2917,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Oct 31, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2918,Australia,India,Winner2ndInning,Delhi,"Oct 31, 2009",India,India,Away,Home,First,Second
ODI # 2919,Australia,India,Winner1stInning,Mohali,"Nov 2, 2009",Australia,India,Away,Home,First,Second
ODI # 2920,Zimbabwe,Bangladesh,Winner2ndInning,Chittagong,"Nov 3, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2921,Pakistan,New Zealand,Winner1stInning,Abu Dhabi,"Nov 3, 2009",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 2922,Zimbabwe,Bangladesh,Winner2ndInning,Chittagong,"Nov 5, 2009",Bangladesh,Bangladesh,Away,Home,First,Second
ODI # 2923,Australia,India,Winner1stInning,Hyderabad,"Nov 5, 2009",Australia,India,Away,Home,First,Second
ODI # 2924,Pakistan,New Zealand,Winner1stInning,Abu Dhabi,"Nov 6, 2009",New Zealand,U.A.E.,Neutral,Neutral,Second,First
ODI # 2925,Australia,India,Winner2ndInning,Guwahati,"Nov 8, 2009",Australia,India,Away,Home,Second,First
ODI # 2926,Zimbabwe,South Africa,Winner1stInning,Benoni,"Nov 8, 2009",South Africa,South Africa,Away,Home,Second,First
ODI # 2927,Pakistan,New Zealand,Winner1stInning,Abu Dhabi,"Nov 9, 2009",New Zealand,U.A.E.,Neutral,Neutral,Second,First
ODI # 2928,Zimbabwe,South Africa,Winner1stInning,Centurion,"Nov 10, 2009",South Africa,South Africa,Away,Home,Second,First
ODI # 2929,England,South Africa,Winner2ndInning,Centurion,"Nov 22, 2009",England,South Africa,Away,Home,Second,First
ODI # 2930,England,South Africa,Winner1stInning,Cape Town,"Nov 27, 2009",South Africa,South Africa,Away,Home,Second,First
